row_id,source_row_id,order_id,user_id,product_category,payment_method,order_status,quantity,unit_price,discount,total_amount,order_time,pay_time
orders-row-0000038,ord-0000038,ord-0000038,user-00038,grocery,bank_transfer,refunded,5,73.000000,0.100000,328.500000,1700003420,1700003944
orders-row-0000039,ord-0000039,ord-0000039,user-00039,apparel,wallet,completed,2,74.700000,0.050000,141.930000,1700003510,1700004047
orders-row-0000040,ord-0000040,ord-0000040,user-00040,home,card,paid,4,76.500000,0.000000,306.000000,1700003600,1700004150
orders-row-0000041,ord-0000041,ord-0000041,user-00041,sports,paypal,pending,1,8.100000,0.150000,6.880000,1700003690,1700004253
orders-row-0000042,ord-0000042,ord-0000042,user-00042,electronics,bank_transfer,shipped,3,10.300000,0.100000,27.810000,1700003780,1700004356
orders-row-0000043,ord-0000043,ord-0000043,user-00043,books,wallet,refunded,5,11.300000,0.050000,53.670000,1700003870,1700004459
orders-row-0000044,ord-0000044,ord-0000044,user-00044,grocery,card,completed,2,13.000000,0.000000,26.000000,1700003960,1700004562
orders-row-0000045,ord-0000045,ord-0000045,user-00045,apparel,paypal,paid,4,14.500000,0.150000,49.300000,1700004050,1700004665
orders-row-0000046,ord-0000046,ord-0000046,user-00046,home,bank_transfer,pending,1,16.300000,0.100000,14.670000,1700004140,1700004768
orders-row-0000047,ord-0000047,ord-0000047,user-00047,sports,wallet,shipped,3,18.800000,0.050000,53.580000,1700004230,1700004871
orders-row-0000048,ord-0000048,ord-0000048,user-00048,electronics,card,refunded,5,19.600000,0.000000,98.000000,1700004320,1700004974
orders-row-0000049,ord-0000049,ord-0000049,user-00049,books,paypal,completed,2,21.700000,0.150000,36.890000,1700004410,1700005077
orders-row-0000050,ord-0000050,ord-0000050,user-00050,grocery,bank_transfer,paid,4,23.600000,0.100000,84.960000,1700004500,1700005180
orders-row-0000051,ord-0000051,ord-0000051,user-00051,apparel,wallet,pending,1,25.000000,0.050000,23.750000,1700004590,1700005283
orders-row-0000052,ord-0000052,ord-0000052,user-00052,home,card,shipped,3,26.500000,0.000000,79.500000,1700004680,1700005386
orders-row-0000053,ord-0000053,ord-0000053,user-00053,sports,paypal,refunded,5,28.900000,0.150000,122.830000,1700004770,1700005489
orders-row-0000054,ord-0000054,ord-0000054,user-00054,electronics,bank_transfer,completed,2,30.100000,0.100000,54.180000,1700004860,1700005592
orders-row-0000055,ord-0000055,ord-0000055,user-00055,books,wallet,paid,4,31.500000,0.050000,119.700000,1700004950,1700005695
orders-row-0000056,ord-0000056,ord-0000056,user-00056,grocery,card,pending,1,34.100000,0.000000,34.100000,1700005040,1700005798
orders-row-0000057,ord-0000057,ord-0000057,user-00057,apparel,paypal,shipped,3,34.900000,0.150000,88.990000,1700005130,1700005901
orders-row-0000058,ord-0000058,ord-0000058,user-00058,home,bank_transfer,refunded,5,37.100000,0.100000,166.950000,1700005220,1700006004
orders-row-0000059,ord-0000059,ord-0000059,user-00059,sports,wallet,completed,2,38.800000,0.050000,73.720000,1700005310,1700006107
orders-row-0000060,ord-0000060,ord-0000060,user-00060,electronics,card,paid,4,40.800000,0.000000,163.200000,1700005400,1700006210
orders-row-0000061,ord-0000061,ord-0000061,user-00061,books,paypal,pending,1,42.600000,0.150000,36.210000,1700005490,1700006313
orders-row-0000062,ord-0000062,ord-0000062,user-00062,grocery,bank_transfer,shipped,3,43.900000,0.100000,118.530000,1700005580,1700006416
orders-row-0000063,ord-0000063,ord-0000063,user-00063,apparel,wallet,refunded,5,45.800000,0.050000,217.550000,1700005670,1700006519
orders-row-0000064,ord-0000064,ord-0000064,user-00064,home,card,completed,2,47.000000,0.000000,94.000000,1700005760,1700006622
orders-row-0000065,ord-0000065,ord-0000065,user-00065,sports,paypal,paid,4,49.300000,0.150000,167.620000,1700005850,1700006725
orders-row-0000066,ord-0000066,ord-0000066,user-00066,electronics,bank_transfer,pending,1,50.500000,0.100000,45.450000,1700005940,1700006828
orders-row-0000067,ord-0000067,ord-0000067,user-00067,books,wallet,shipped,3,52.600000,0.050000,149.910000,1700006030,1700006931
orders-row-0000068,ord-0000068,ord-0000068,user-00068,grocery,card,refunded,5,53.800000,0.000000,269.000000,1700006120,1700007034
orders-row-0000069,ord-0000069,ord-0000069,user-00069,apparel,paypal,completed,2,55.700000,0.150000,94.690000,1700006210,1700007137
orders-row-0000070,ord-0000070,ord-0000070,user-00070,home,bank_transfer,paid,4,57.700000,0.100000,207.720000,1700006300,1700006340
orders-row-0000071,ord-0000071,ord-0000071,user-00071,sports,wallet,pending,1,59.300000,0.050000,56.330000,1700006390,1700006443
orders-row-0000072,ord-0000072,ord-0000072,user-00072,electronics,card,shipped,3,60.900000,0.000000,182.700000,1700006480,1700006546
orders-row-0000073,ord-0000073,ord-0000073,user-00073,books,paypal,refunded,5,62.300000,0.150000,264.770000,1700006570,1700006649
orders-row-0000074,ord-0000074,ord-0000074,user-00074,grocery,bank_transfer,completed,2,63.900000,0.100000,115.020000,1700006660,1700006752
orders-row-0000075,ord-0000075,ord-0000075,user-00075,apparel,wallet,paid,4,66.300000,0.050000,251.940000,1700006750,1700006855
orders-row-0000076,ord-0000076,ord-0000076,user-00076,home,card,pending,1,67.300000,0.000000,67.300000,1700006840,1700006958
orders-row-0000077,ord-0000077,ord-0000077,user-00077,sports,paypal,shipped,3,69.100000,0.150000,176.200000,1700006930,1700007061
orders-row-0000078,ord-0000078,ord-0000078,user-00078,electronics,bank_transfer,refunded,5,71.500000,0.100000,321.750000,1700007020,1700007164
orders-row-0000079,ord-0000079,ord-0000079,user-00079,books,wallet,completed,2,72.500000,0.050000,137.750000,1700007110,1700007267
orders-row-0000080,ord-0000080,ord-0000080,user-00080,grocery,card,paid,4,74.100000,0.000000,296.400000,1700007200,1700007370
orders-row-0000081,ord-0000081,ord-0000081,user-00081,apparel,paypal,pending,1,76.500000,0.150000,65.020000,1700007290,1700007473
orders-row-0000082,ord-0000082,ord-0000082,user-00082,home,bank_transfer,shipped,3,8.300000,0.100000,22.410000,1700007380,1700007576
orders-row-0000083,ord-0000083,ord-0000083,user-00083,sports,wallet,refunded,5,9.300000,0.050000,44.170000,1700007470,1700007679
orders-row-0000084,ord-0000084,ord-0000084,user-00084,electronics,card,completed,2,11.700000,0.000000,23.400000,1700007560,1700007782
orders-row-0000085,ord-0000085,ord-0000085,user-00085,books,paypal,paid,4,13.400000,0.150000,45.560000,1700007650,1700007885
orders-row-0000086,ord-0000086,ord-0000086,user-00086,grocery,bank_transfer,pending,1,14.600000,0.100000,13.140000,1700007740,1700007988
orders-row-0000087,ord-0000087,ord-0000087,user-00087,apparel,wallet,shipped,3,16.200000,0.050000,46.170000,1700007830,1700008091
orders-row-0000088,ord-0000088,ord-0000088,user-00088,home,card,refunded,5,18.100000,0.000000,90.500000,1700007920,1700008194
orders-row-0000089,ord-0000089,ord-0000089,user-00089,sports,paypal,completed,2,20.000000,0.150000,34.000000,1700008010,1700008297
orders-row-0000090,ord-0000090,ord-0000090,user-00090,electronics,bank_transfer,paid,4,21.700000,0.100000,78.120000,1700008100,1700008400
orders-row-0000091,ord-0000091,ord-0000091,user-00091,books,wallet,pending,1,23.200000,0.050000,22.040000,1700008190,1700008503
orders-row-0000092,ord-0000092,ord-0000092,user-00092,grocery,card,shipped,3,24.500000,0.000000,73.500000,1700008280,1700008606
orders-row-0000093,ord-0000093,ord-0000093,user-00093,apparel,paypal,refunded,5,26.700000,0.150000,113.470000,1700008370,1700008709
orders-row-0000094,ord-0000094,ord-0000094,user-00094,home,bank_transfer,completed,2,28.200000,0.100000,50.760000,1700008460,1700008812
orders-row-0000095,ord-0000095,ord-0000095,user-00095,sports,wallet,paid,4,30.000000,0.050000,114.000000,1700008550,1700008915
orders-row-0000096,ord-0000096,ord-0000096,user-00096,electronics,card,pending,1,31.300000,0.000000,31.300000,1700008640,1700009018
orders-row-0000097,ord-0000097,ord-0000097,user-00097,books,paypal,shipped,3,33.000000,0.150000,84.150000,1700008730,1700009121
orders-row-0000098,ord-0000098,ord-0000098,user-00098,grocery,bank_transfer,refunded,5,35.300000,0.100000,158.850000,1700008820,1700009224
orders-row-0000099,ord-0000099,ord-0000099,user-00099,apparel,wallet,completed,2,36.500000,0.050000,69.350000,1700008910,1700009327
orders-row-0000100,ord-0000100,ord-0000100,user-00100,home,card,paid,4,38.900000,0.000000,155.600000,1700009000,1700009430
orders-row-0000101,ord-0000101,ord-0000101,user-00101,sports,paypal,pending,1,40.600000,0.150000,34.510000,1700009090,1700009533
orders-row-0000102,ord-0000102,ord-0000102,user-00102,electronics,bank_transfer,shipped,3,42.000000,0.100000,113.400000,1700009180,1700009636
orders-row-0000103,ord-0000103,ord-0000103,user-00103,books,wallet,refunded,5,43.300000,0.050000,205.670000,1700009270,1700009739
orders-row-0000104,ord-0000104,ord-0000104,user-00104,grocery,card,completed,2,44.800000,0.000000,89.600000,1700009360,1700009842
orders-row-0000105,ord-0000105,ord-0000105,user-00105,apparel,paypal,paid,4,46.800000,0.150000,159.120000,1700009450,1700009945
orders-row-0000106,ord-0000106,ord-0000106,user-00106,home,bank_transfer,pending,1,48.200000,0.100000,43.380000,1700009540,1700010048
orders-row-0000107,ord-0000107,ord-0000107,user-00107,sports,wallet,shipped,3,50.300000,0.050000,143.350000,1700009630,1700010151
orders-row-0000108,ord-0000108,ord-0000108,user-00108,electronics,card,refunded,5,51.900000,0.000000,259.500000,1700009720,1700010254
orders-row-0000109,ord-0000109,ord-0000109,user-00109,books,paypal,completed,2,54.100000,0.150000,91.970000,1700009810,1700010357
orders-row-0000110,ord-0000110,ord-0000110,user-00110,grocery,bank_transfer,paid,4,55.700000,0.100000,200.520000,1700009900,1700010460
orders-row-0000111,ord-0000111,ord-0000111,user-00111,apparel,wallet,pending,1,57.400000,0.050000,54.530000,1700009990,1700010563
orders-row-0000112,ord-0000112,ord-0000112,user-00112,home,card,shipped,3,59.200000,0.000000,177.600000,1700010080,1700010666
orders-row-0000113,ord-0000113,ord-0000113,user-00113,sports,paypal,refunded,5,60.200000,0.150000,255.850000,1700010170,1700010769
orders-row-0000114,ord-0000114,ord-0000114,user-00114,electronics,bank_transfer,completed,2,62.000000,0.100000,111.600000,1700010260,1700010872
orders-row-0000115,ord-0000115,ord-0000115,user-00115,books,wallet,paid,4,64.000000,0.050000,243.200000,1700010350,1700010975
orders-row-0000116,ord-0000116,ord-0000116,user-00116,grocery,card,pending,1,66.100000,0.000000,66.100000,1700010440,1700011078
orders-row-0000117,ord-0000117,ord-0000117,user-00117,apparel,paypal,shipped,3,67.100000,0.150000,171.100000,1700010530,1700011181
orders-row-0000118,ord-0000118,ord-0000118,user-00118,home,bank_transfer,refunded,5,69.300000,0.100000,311.850000,1700010620,1700011284
orders-row-0000119,ord-0000119,ord-0000119,user-00119,sports,wallet,completed,2,71.000000,0.050000,134.900000,1700010710,1700011387
orders-row-0000120,ord-0000120,ord-0000120,user-00120,electronics,card,paid,4,72.600000,0.000000,290.400000,1700010800,1700011490
orders-row-0000121,ord-0000121,ord-0000121,user-00121,books,paypal,pending,1,74.500000,0.150000,63.320000,1700010890,1700011593
orders-row-0000122,ord-0000122,ord-0000122,user-00122,grocery,bank_transfer,shipped,3,76.100000,0.100000,205.470000,1700010980,1700011696
orders-row-0000123,ord-0000123,ord-0000123,user-00123,apparel,wallet,refunded,5,77.100000,0.050000,366.220000,1700011070,1700011799
orders-row-0000124,ord-0000124,ord-0000124,user-00124,home,card,completed,2,8.800000,0.000000,17.600000,1700011160,1700011902
orders-row-0000125,ord-0000125,ord-0000125,user-00125,sports,paypal,paid,4,11.000000,0.150000,37.400000,1700011250,1700012005
orders-row-0000126,ord-0000126,ord-0000126,user-00126,electronics,bank_transfer,pending,1,12.600000,0.100000,11.340000,1700011340,1700012108
orders-row-0000127,ord-0000127,ord-0000127,user-00127,books,wallet,shipped,3,14.100000,0.050000,40.180000,1700011430,1700012211
orders-row-0000128,ord-0000128,ord-0000128,user-00128,grocery,card,refunded,5,16.500000,0.000000,82.500000,1700011520,1700012314
orders-row-0000129,ord-0000129,ord-0000129,user-00129,apparel,paypal,completed,2,18.100000,0.150000,30.770000,1700011610,1700012417
orders-row-0000130,ord-0000130,ord-0000130,user-00130,home,bank_transfer,paid,4,19.200000,0.100000,69.120000,1700011700,1700012520
orders-row-0000131,ord-0000131,ord-0000131,user-00131,sports,wallet,pending,1,20.900000,0.050000,19.850000,1700011790,1700012623
orders-row-0000132,ord-0000132,ord-0000132,user-00132,electronics,card,shipped,3,22.700000,0.000000,68.100000,1700011880,1700012726
orders-row-0000133,ord-0000133,ord-0000133,user-00133,books,paypal,refunded,5,24.400000,0.150000,103.700000,1700011970,1700012829
orders-row-0000134,ord-0000134,ord-0000134,user-00134,grocery,bank_transfer,completed,2,26.200000,0.100000,47.160000,1700012060,1700012932
orders-row-0000135,ord-0000135,ord-0000135,user-00135,apparel,wallet,paid,4,28.300000,0.050000,107.540000,1700012150,1700013035
orders-row-0000136,ord-0000136,ord-0000136,user-00136,home,card,pending,1,29.800000,0.000000,29.800000,1700012240,1700013138
orders-row-0000137,ord-0000137,ord-0000137,user-00137,sports,paypal,shipped,3,31.500000,0.150000,80.330000,1700012330,1700013241
orders-row-0000138,ord-0000138,ord-0000138,user-00138,electronics,bank_transfer,refunded,5,33.000000,0.100000,148.500000,1700012420,1700013344
orders-row-0000139,ord-0000139,ord-0000139,user-00139,books,wallet,completed,2,34.800000,0.050000,66.120000,1700012510,1700012547
orders-row-0000140,ord-0000140,ord-0000140,user-00140,grocery,card,paid,4,36.100000,0.000000,144.400000,1700012600,1700012650
orders-row-0000141,ord-0000141,ord-0000141,user-00141,apparel,paypal,pending,1,37.900000,0.150000,32.210000,1700012690,1700012753
orders-row-0000142,ord-0000142,ord-0000142,user-00142,home,bank_transfer,shipped,3,39.800000,0.100000,107.460000,1700012780,1700012856
orders-row-0000143,ord-0000143,ord-0000143,user-00143,sports,wallet,refunded,5,41.700000,0.050000,198.070000,1700012870,1700012959
orders-row-0000144,ord-0000144,ord-0000144,user-00144,electronics,card,completed,2,43.500000,0.000000,87.000000,1700012960,1700013062
orders-row-0000145,ord-0000145,ord-0000145,user-00145,books,paypal,paid,4,45.100000,0.150000,153.340000,1700013050,1700013165
orders-row-0000146,ord-0000146,ord-0000146,user-00146,grocery,bank_transfer,pending,1,46.800000,0.100000,42.120000,1700013140,1700013268
orders-row-0000147,ord-0000147,ord-0000147,user-00147,apparel,wallet,shipped,3,48.400000,0.050000,137.940000,1700013230,1700013371
orders-row-0000148,ord-0000148,ord-0000148,user-00148,home,card,refunded,5,50.300000,0.000000,251.500000,1700013320,1700013474
orders-row-0000149,ord-0000149,ord-0000149,user-00149,sports,paypal,completed,2,52.200000,0.150000,88.740000,1700013410,1700013577
orders-row-0000150,ord-0000150,ord-0000150,user-00150,electronics,bank_transfer,paid,4,53.000000,0.100000,190.800000,1700013500,1700013680
orders-row-0000151,ord-0000151,ord-0000151,user-00151,books,wallet,pending,1,55.400000,0.050000,52.630000,1700013590,1700013783
orders-row-0000152,ord-0000152,ord-0000152,user-00152,grocery,card,shipped,3,57.000000,0.000000,171.000000,1700013680,1700013886
orders-row-0000153,ord-0000153,ord-0000153,user-00153,apparel,paypal,refunded,5,58.900000,0.150000,250.320000,1700013770,1700013989
orders-row-0000154,ord-0000154,ord-0000154,user-00154,home,bank_transfer,completed,2,60.700000,0.100000,109.260000,1700013860,1700014092
orders-row-0000155,ord-0000155,ord-0000155,user-00155,sports,wallet,paid,4,61.700000,0.050000,234.460000,1700013950,1700014195
orders-row-0000156,ord-0000156,ord-0000156,user-00156,electronics,card,pending,1,63.600000,0.000000,63.600000,1700014040,1700014298
orders-row-0000157,ord-0000157,ord-0000157,user-00157,books,paypal,shipped,3,65.000000,0.150000,165.750000,1700014130,1700014401
orders-row-0000158,ord-0000158,ord-0000158,user-00158,grocery,bank_transfer,refunded,5,67.000000,0.100000,301.500000,1700014220,1700014504
orders-row-0000159,ord-0000159,ord-0000159,user-00159,apparel,wallet,completed,2,68.300000,0.050000,129.770000,1700014310,1700014607
orders-row-0000160,ord-0000160,ord-0000160,user-00160,home,card,paid,4,70.400000,0.000000,281.600000,1700014400,1700014710
orders-row-0000161,ord-0000161,ord-0000161,user-00161,sports,paypal,pending,1,72.600000,0.150000,61.710000,1700014490,1700014813
orders-row-0000162,ord-0000162,ord-0000162,user-00162,electronics,bank_transfer,shipped,3,73.700000,0.100000,198.990000,1700014580,1700014916
orders-row-0000163,ord-0000163,ord-0000163,user-00163,books,wallet,refunded,5,75.800000,0.050000,360.050000,1700014670,1700015019
orders-row-0000164,ord-0000164,ord-0000164,user-00164,grocery,card,completed,2,77.400000,0.000000,154.800000,1700014760,1700015122
orders-row-0000165,ord-0000165,ord-0000165,user-00165,apparel,paypal,paid,4,9.200000,0.150000,31.280000,1700014850,1700015225
orders-row-0000166,ord-0000166,ord-0000166,user-00166,home,bank_transfer,pending,1,10.600000,0.100000,9.540000,1700014940,1700015328
orders-row-0000167,ord-0000167,ord-0000167,user-00167,sports,wallet,shipped,3,12.000000,0.050000,34.200000,1700015030,1700015431
orders-row-0000168,ord-0000168,ord-0000168,user-00168,electronics,card,refunded,5,14.000000,0.000000,70.000000,1700015120,1700015534
orders-row-0000169,ord-0000169,ord-0000169,user-00169,books,paypal,completed,2,15.500000,0.150000,26.350000,1700015210,1700015637
orders-row-0000170,ord-0000170,ord-0000170,user-00170,grocery,bank_transfer,paid,4,17.700000,0.100000,63.720000,1700015300,1700015740
orders-row-0000171,ord-0000171,ord-0000171,user-00171,apparel,wallet,pending,1,19.200000,0.050000,18.240000,1700015390,1700015843
orders-row-0000172,ord-0000172,ord-0000172,user-00172,home,card,shipped,3,20.400000,0.000000,61.200000,1700015480,1700015946
orders-row-0000173,ord-0000173,ord-0000173,user-00173,sports,paypal,refunded,5,22.300000,0.150000,94.770000,1700015570,1700016049
orders-row-0000174,ord-0000174,ord-0000174,user-00174,electronics,bank_transfer,completed,2,24.700000,0.100000,44.460000,1700015660,1700016152
orders-row-0000175,ord-0000175,ord-0000175,user-00175,books,wallet,paid,4,26.300000,0.050000,99.940000,1700015750,1700016255
orders-row-0000176,ord-0000176,ord-0000176,user-00176,grocery,card,pending,1,27.400000,0.000000,27.400000,1700015840,1700016358
orders-row-0000177,ord-0000177,ord-0000177,user-00177,apparel,paypal,shipped,3,29.700000,0.150000,75.730000,1700015930,1700016461
orders-row-0000178,ord-0000178,ord-0000178,user-00178,home,bank_transfer,refunded,5,30.700000,0.100000,138.150000,1700016020,1700016564
orders-row-0000179,ord-0000179,ord-0000179,user-00179,sports,wallet,completed,2,32.400000,0.050000,61.560000,1700016110,1700016667
orders-row-0000180,ord-0000180,ord-0000180,user-00180,electronics,card,paid,4,34.900000,0.000000,139.600000,1700016200,1700016770
orders-row-0000181,ord-0000181,ord-0000181,user-00181,books,paypal,pending,1,35.800000,0.150000,30.430000,1700016290,1700016873
orders-row-0000182,ord-0000182,ord-0000182,user-00182,grocery,bank_transfer,shipped,3,38.000000,0.100000,102.600000,1700016380,1700016976
orders-row-0000183,ord-0000183,ord-0000183,user-00183,apparel,wallet,refunded,5,39.100000,0.050000,185.720000,1700016470,1700017079
orders-row-0000184,ord-0000184,ord-0000184,user-00184,home,card,completed,2,41.200000,0.000000,82.400000,1700016560,1700017182
orders-row-0000185,ord-0000185,ord-0000185,user-00185,sports,paypal,paid,4,43.300000,0.150000,147.220000,1700016650,1700017285
orders-row-0000186,ord-0000186,ord-0000186,user-00186,electronics,bank_transfer,pending,1,44.900000,0.100000,40.410000,1700016740,1700017388
orders-row-0000187,ord-0000187,ord-0000187,user-00187,books,wallet,shipped,3,46.600000,0.050000,132.810000,1700016830,1700017491
orders-row-0000188,ord-0000188,ord-0000188,user-00188,grocery,card,refunded,5,48.000000,0.000000,240.000000,1700016920,1700017594
orders-row-0000189,ord-0000189,ord-0000189,user-00189,apparel,paypal,completed,2,49.400000,0.150000,83.980000,1700017010,1700017697
orders-row-0000190,ord-0000190,ord-0000190,user-00190,home,bank_transfer,paid,4,51.700000,0.100000,186.120000,1700017100,1700017800
orders-row-0000191,ord-0000191,ord-0000191,user-00191,sports,wallet,pending,1,53.000000,0.050000,50.350000,1700017190,1700017903
orders-row-0000192,ord-0000192,ord-0000192,user-00192,electronics,card,shipped,3,54.500000,0.000000,163.500000,1700017280,1700018006
orders-row-0000193,ord-0000193,ord-0000193,user-00193,books,paypal,refunded,5,56.900000,0.150000,241.820000,1700017370,1700018109
orders-row-0000194,ord-0000194,ord-0000194,user-00194,grocery,bank_transfer,completed,2,57.800000,0.100000,104.040000,1700017460,1700018212
orders-row-0000195,ord-0000195,ord-0000195,user-00195,apparel,wallet,paid,4,59.800000,0.050000,227.240000,1700017550,1700018315
orders-row-0000196,ord-0000196,ord-0000196,user-00196,home,card,pending,1,61.600000,0.000000,61.600000,1700017640,1700018418
orders-row-0000197,ord-0000197,ord-0000197,user-00197,sports,paypal,shipped,3,63.300000,0.150000,161.410000,1700017730,1700018521
orders-row-0000198,ord-0000198,ord-0000198,user-00198,electronics,bank_transfer,refunded,5,65.200000,0.100000,293.400000,1700017820,1700018624
orders-row-0000199,ord-0000199,ord-0000199,user-00199,books,wallet,completed,2,66.600000,0.050000,126.540000,1700017910,1700018727
orders-row-0000200,ord-0000200,ord-0000200,user-00200,grocery,card,paid,4,68.100000,0.000000,272.400000,1700018000,1700018830
orders-row-0000201,ord-0000201,ord-0000201,user-00201,apparel,paypal,pending,1,70.500000,0.150000,59.920000,1700018090,1700018933
orders-row-0000202,ord-0000202,ord-0000202,user-00202,home,bank_transfer,shipped,3,72.200000,0.100000,194.940000,1700018180,1700019036
orders-row-0000203,ord-0000203,ord-0000203,user-00203,sports,wallet,refunded,5,73.700000,0.050000,350.070000,1700018270,1700019139
orders-row-0000204,ord-0000204,ord-0000204,user-00204,electronics,card,completed,2,75.000000,0.000000,150.000000,1700018360,1700019242
orders-row-0000205,ord-0000205,ord-0000205,user-00205,books,paypal,paid,4,77.000000,0.150000,261.800000,1700018450,1700019345
orders-row-0000206,ord-0000206,ord-0000206,user-00206,grocery,bank_transfer,pending,1,8.600000,0.100000,7.740000,1700018540,1700019448
orders-row-0000207,ord-0000207,ord-0000207,user-00207,apparel,wallet,shipped,3,10.400000,0.050000,29.640000,1700018630,1700019551
orders-row-0000208,ord-0000208,ord-0000208,user-00208,home,card,refunded,5,12.100000,0.000000,60.500000,1700018720,1700018754
orders-row-0000209,ord-0000209,ord-0000209,user-00209,sports,paypal,completed,2,14.200000,0.150000,24.140000,1700018810,1700018857
