row_id,source_row_id,log_id,user_id,device_type,os,app_version,event_type,session_duration,bytes_sent,bytes_received,login_time,logout_time,is_success
logs-row-0000063,log-0000063,log-0000063,user-00063,tablet,iOS,2.4.1,view,365,2353,3131,1800004725,1800005090,1
logs-row-0000064,log-0000064,log-0000064,user-00064,phone,iOS,2.4.0,logout,383,2384,3168,1800004800,1800005183,1
logs-row-0000065,log-0000065,log-0000065,user-00065,laptop,iOS,2.5.1,login,400,2415,3205,1800004875,1800005275,1
logs-row-0000066,log-0000066,log-0000066,user-00066,desktop,iOS,2.5.0,purchase,419,2446,3242,1800004950,1800005369,1
logs-row-0000067,log-0000067,log-0000067,user-00067,tablet,iOS,2.4.1,login_failed,45,2477,3279,1800005025,1800005070,0
logs-row-0000068,log-0000068,log-0000068,user-00068,phone,iOS,2.4.0,view,457,2508,3316,1800005100,1800005557,1
logs-row-0000069,log-0000069,log-0000069,user-00069,laptop,iOS,2.5.1,logout,480,2539,3353,1800005175,1800005655,1
logs-row-0000070,log-0000070,log-0000070,user-00070,desktop,iOS,2.5.0,login,501,2570,3390,1800005250,1800005751,1
logs-row-0000071,log-0000071,log-0000071,user-00071,tablet,iOS,2.4.1,purchase,518,2601,3427,1800005325,1800005843,1
logs-row-0000072,log-0000072,log-0000072,user-00072,phone,iOS,2.4.0,login_failed,45,2632,3464,1800005400,1800005445,0
logs-row-0000073,log-0000073,log-0000073,user-00073,laptop,iOS,2.5.1,view,554,2663,3501,1800005475,1800006029,1
logs-row-0000074,log-0000074,log-0000074,user-00074,desktop,iOS,2.5.0,logout,572,2694,3538,1800005550,1800006122,1
logs-row-0000075,log-0000075,log-0000075,user-00075,tablet,iOS,2.4.1,login,594,2725,3575,1800005625,1800006219,1
logs-row-0000076,log-0000076,log-0000076,user-00076,phone,iOS,2.4.0,purchase,615,2756,3612,1800005700,1800006315,1
logs-row-0000077,log-0000077,log-0000077,user-00077,laptop,iOS,2.5.1,login_failed,45,2787,3649,1800005775,1800005820,0
logs-row-0000078,log-0000078,log-0000078,user-00078,desktop,iOS,2.5.0,view,652,2818,3686,1800005850,1800006502,1
logs-row-0000079,log-0000079,log-0000079,user-00079,tablet,iOS,2.4.1,logout,667,2849,3723,1800005925,1800006592,1
logs-row-0000080,log-0000080,log-0000080,user-00080,phone,iOS,2.4.0,login,691,2880,3760,1800006000,1800006691,1
logs-row-0000081,log-0000081,log-0000081,user-00081,laptop,iOS,2.5.1,purchase,705,2911,3797,1800006075,1800006780,1
logs-row-0000082,log-0000082,log-0000082,user-00082,desktop,iOS,2.5.0,login_failed,45,2942,3834,1800006150,1800006195,0
logs-row-0000083,log-0000083,log-0000083,user-00083,tablet,iOS,2.4.1,view,744,2973,3871,1800006225,1800006969,1
logs-row-0000084,log-0000084,log-0000084,user-00084,phone,iOS,2.4.0,logout,765,3004,3908,1800006300,1800007065,1
logs-row-0000085,log-0000085,log-0000085,user-00085,laptop,iOS,2.5.1,login,787,3035,3945,1800006375,1800007162,1
logs-row-0000086,log-0000086,log-0000086,user-00086,desktop,iOS,2.5.0,purchase,803,3066,3982,1800006450,1800007253,1
logs-row-0000087,log-0000087,log-0000087,user-00087,tablet,iOS,2.4.1,login_failed,45,3097,4019,1800006525,1800006570,0
logs-row-0000088,log-0000088,log-0000088,user-00088,phone,iOS,2.4.0,view,840,3128,4056,1800006600,1800007440,1
logs-row-0000089,log-0000089,log-0000089,user-00089,laptop,iOS,2.5.1,logout,861,3159,4093,1800006675,1800007536,1
logs-row-0000090,log-0000090,log-0000090,user-00090,desktop,iOS,2.5.0,login,879,3190,4130,1800006750,1800007629,1
logs-row-0000091,log-0000091,log-0000091,user-00091,tablet,iOS,2.4.1,purchase,901,3221,4167,1800006825,1800007726,1
logs-row-0000092,log-0000092,log-0000092,user-00092,phone,iOS,2.4.0,login_failed,45,3252,4204,1800006900,1800006945,0
logs-row-0000093,log-0000093,log-0000093,user-00093,laptop,iOS,2.5.1,view,932,3283,4241,1800006975,1800007907,1
logs-row-0000094,log-0000094,log-0000094,user-00094,desktop,iOS,2.5.0,logout,956,3314,4278,1800007050,1800008006,1
logs-row-0000095,log-0000095,log-0000095,user-00095,tablet,iOS,2.4.1,login,74,3345,4315,1800007125,1800007199,1
logs-row-0000096,log-0000096,log-0000096,user-00096,phone,iOS,2.4.0,purchase,90,3376,4352,1800007200,1800007290,1
logs-row-0000097,log-0000097,log-0000097,user-00097,laptop,iOS,2.5.1,login_failed,45,3407,4389,1800007275,1800007320,0
logs-row-0000098,log-0000098,log-0000098,user-00098,desktop,iOS,2.5.0,view,131,3438,4426,1800007350,1800007481,1
logs-row-0000099,log-0000099,log-0000099,user-00099,tablet,iOS,2.4.1,logout,150,3469,4463,1800007425,1800007575,1
logs-row-0000100,log-0000100,log-0000100,user-00100,phone,iOS,2.4.0,login,165,3500,4500,1800007500,1800007665,1
logs-row-0000101,log-0000101,log-0000101,user-00101,laptop,iOS,2.5.1,purchase,184,3531,4537,1800007575,1800007759,1
logs-row-0000102,log-0000102,log-0000102,user-00102,desktop,iOS,2.5.0,login_failed,45,3562,4574,1800007650,1800007695,0
logs-row-0000103,log-0000103,log-0000103,user-00103,tablet,iOS,2.4.1,view,228,3593,4611,1800007725,1800007953,1
logs-row-0000104,log-0000104,log-0000104,user-00104,phone,iOS,2.4.0,logout,246,3624,4648,1800007800,1800008046,1
logs-row-0000105,log-0000105,log-0000105,user-00105,laptop,iOS,2.5.1,login,267,3655,4685,1800007875,1800008142,1
logs-row-0000106,log-0000106,log-0000106,user-00106,desktop,iOS,2.5.0,purchase,282,3686,4722,1800007950,1800008232,1
logs-row-0000107,log-0000107,log-0000107,user-00107,tablet,iOS,2.4.1,login_failed,45,3717,4759,1800008025,1800008070,0
logs-row-0000108,log-0000108,log-0000108,user-00108,phone,iOS,2.4.0,view,324,3748,4796,1800008100,1800008424,1
logs-row-0000109,log-0000109,log-0000109,user-00109,laptop,iOS,2.5.1,logout,341,3779,4833,1800008175,1800008516,1
logs-row-0000110,log-0000110,log-0000110,user-00110,desktop,iOS,2.5.0,login,362,3810,4870,1800008250,1800008612,1
logs-row-0000111,log-0000111,log-0000111,user-00111,tablet,iOS,2.4.1,purchase,381,3841,4907,1800008325,1800008706,1
logs-row-0000112,log-0000112,log-0000112,user-00112,phone,iOS,2.4.0,login_failed,45,3872,4944,1800008400,1800008445,0
logs-row-0000113,log-0000113,log-0000113,user-00113,laptop,iOS,2.5.1,view,414,3903,4981,1800008475,1800008889,1
logs-row-0000114,log-0000114,log-0000114,user-00114,desktop,iOS,2.5.0,logout,438,3934,5018,1800008550,1800008988,1
logs-row-0000115,log-0000115,log-0000115,user-00115,tablet,iOS,2.4.1,login,453,3965,5055,1800008625,1800009078,1
logs-row-0000116,log-0000116,log-0000116,user-00116,phone,iOS,2.4.0,purchase,473,3996,5092,1800008700,1800009173,1
logs-row-0000117,log-0000117,log-0000117,user-00117,laptop,iOS,2.5.1,login_failed,45,4027,5129,1800008775,1800008820,0
logs-row-0000118,log-0000118,log-0000118,user-00118,desktop,iOS,2.5.0,view,510,4058,5166,1800008850,1800009360,1
logs-row-0000119,log-0000119,log-0000119,user-00119,tablet,iOS,2.4.1,logout,531,4089,5203,1800008925,1800009456,1
logs-row-0000120,log-0000120,log-0000120,user-00120,phone,iOS,2.4.0,login,550,4120,5240,1800009000,1800009550,1
logs-row-0000121,log-0000121,log-0000121,user-00121,laptop,iOS,2.5.1,purchase,567,4151,5277,1800009075,1800009642,1
logs-row-0000122,log-0000122,log-0000122,user-00122,desktop,iOS,2.5.0,login_failed,45,4182,5314,1800009150,1800009195,0
logs-row-0000123,log-0000123,log-0000123,user-00123,tablet,iOS,2.4.1,view,605,4213,5351,1800009225,1800009830,1
logs-row-0000124,log-0000124,log-0000124,user-00124,phone,iOS,2.4.0,logout,626,4244,5388,1800009300,1800009926,1
logs-row-0000125,log-0000125,log-0000125,user-00125,laptop,iOS,2.5.1,login,647,4275,5425,1800009375,1800010022,1
logs-row-0000126,log-0000126,log-0000126,user-00126,desktop,iOS,2.5.0,purchase,666,4306,5462,1800009450,1800010116,1
logs-row-0000127,log-0000127,log-0000127,user-00127,tablet,iOS,2.4.1,login_failed,45,4337,5499,1800009525,1800009570,0
logs-row-0000128,log-0000128,log-0000128,user-00128,phone,iOS,2.4.0,view,699,4368,5536,1800009600,1800010299,1
logs-row-0000129,log-0000129,log-0000129,user-00129,laptop,iOS,2.5.1,logout,716,4399,5573,1800009675,1800010391,1
logs-row-0000130,log-0000130,log-0000130,user-00130,desktop,iOS,2.5.0,login,740,4430,5610,1800009750,1800010490,1
logs-row-0000131,log-0000131,log-0000131,user-00131,tablet,iOS,2.4.1,purchase,755,4461,5647,1800009825,1800010580,1
logs-row-0000132,log-0000132,log-0000132,user-00132,phone,iOS,2.4.0,login_failed,45,4492,5684,1800009900,1800009945,0
logs-row-0000133,log-0000133,log-0000133,user-00133,laptop,iOS,2.5.1,view,792,4523,5721,1800009975,1800010767,1
logs-row-0000134,log-0000134,log-0000134,user-00134,desktop,iOS,2.5.0,logout,812,4554,5758,1800010050,1800010862,1
logs-row-0000135,log-0000135,log-0000135,user-00135,tablet,iOS,2.4.1,login,833,4585,5795,1800010125,1800010958,1
logs-row-0000136,log-0000136,log-0000136,user-00136,phone,iOS,2.4.0,purchase,855,4616,5832,1800010200,1800011055,1
logs-row-0000137,log-0000137,log-0000137,user-00137,laptop,iOS,2.5.1,login_failed,45,4647,5869,1800010275,1800010320,0
logs-row-0000138,log-0000138,log-0000138,user-00138,desktop,iOS,2.5.0,view,888,4678,5906,1800010350,1800011238,1
logs-row-0000139,log-0000139,log-0000139,user-00139,tablet,iOS,2.4.1,logout,907,4709,5943,1800010425,1800011332,1
logs-row-0000140,log-0000140,log-0000140,user-00140,phone,iOS,2.4.0,login,930,4740,5980,1800010500,1800011430,1
logs-row-0000141,log-0000141,log-0000141,user-00141,laptop,iOS,2.5.1,purchase,950,4771,6017,1800010575,1800011525,1
logs-row-0000142,log-0000142,log-0000142,user-00142,desktop,iOS,2.5.0,login_failed,45,4802,6054,1800010650,1800010695,0
logs-row-0000143,log-0000143,log-0000143,user-00143,tablet,iOS,2.4.1,view,86,4833,6091,1800010725,1800010811,1
logs-row-0000144,log-0000144,log-0000144,user-00144,phone,iOS,2.4.0,logout,102,4864,6128,1800010800,1800010902,1
logs-row-0000145,log-0000145,log-0000145,user-00145,laptop,iOS,2.5.1,login,123,4895,6165,1800010875,1800010998,1
logs-row-0000146,log-0000146,log-0000146,user-00146,desktop,iOS,2.5.0,purchase,139,4926,6202,1800010950,1800011089,1
logs-row-0000147,log-0000147,log-0000147,user-00147,tablet,iOS,2.4.1,login_failed,45,4957,6239,1800011025,1800011070,0
logs-row-0000148,log-0000148,log-0000148,user-00148,phone,iOS,2.4.0,view,180,4988,6276,1800011100,1800011280,1
logs-row-0000149,log-0000149,log-0000149,user-00149,laptop,iOS,2.5.1,logout,200,5019,6313,1800011175,1800011375,1
logs-row-0000150,log-0000150,log-0000150,user-00150,desktop,iOS,2.5.0,login,218,5050,6350,1800011250,1800011468,1
logs-row-0000151,log-0000151,log-0000151,user-00151,tablet,iOS,2.4.1,purchase,240,5081,6387,1800011325,1800011565,1
logs-row-0000152,log-0000152,log-0000152,user-00152,phone,iOS,2.4.0,login_failed,45,5112,6424,1800011400,1800011445,0
logs-row-0000153,log-0000153,log-0000153,user-00153,laptop,iOS,2.5.1,view,277,5143,6461,1800011475,1800011752,1
logs-row-0000154,log-0000154,log-0000154,user-00154,desktop,iOS,2.5.0,logout,291,5174,6498,1800011550,1800011841,1
logs-row-0000155,log-0000155,log-0000155,user-00155,tablet,iOS,2.4.1,login,312,5205,6535,1800011625,1800011937,1
logs-row-0000156,log-0000156,log-0000156,user-00156,phone,iOS,2.4.0,purchase,334,5236,6572,1800011700,1800012034,1
logs-row-0000157,log-0000157,log-0000157,user-00157,laptop,iOS,2.5.1,login_failed,45,5267,6609,1800011775,1800011820,0
logs-row-0000158,log-0000158,log-0000158,user-00158,desktop,iOS,2.5.0,view,367,5298,6646,1800011850,1800012217,1
logs-row-0000159,log-0000159,log-0000159,user-00159,tablet,iOS,2.4.1,logout,393,5329,6683,1800011925,1800012318,1
logs-row-0000160,log-0000160,log-0000160,user-00160,phone,iOS,2.4.0,login,410,5360,6720,1800012000,1800012410,1
logs-row-0000161,log-0000161,log-0000161,user-00161,laptop,iOS,2.5.1,purchase,426,5391,6757,1800012075,1800012501,1
logs-row-0000162,log-0000162,log-0000162,user-00162,desktop,iOS,2.5.0,login_failed,45,422,6794,1800012150,1800012195,0
logs-row-0000163,log-0000163,log-0000163,user-00163,tablet,iOS,2.4.1,view,462,453,6831,1800012225,1800012687,1
logs-row-0000164,log-0000164,log-0000164,user-00164,phone,iOS,2.4.0,logout,487,484,6868,1800012300,1800012787,1
logs-row-0000165,log-0000165,log-0000165,user-00165,laptop,iOS,2.5.1,login,506,515,6905,1800012375,1800012881,1
logs-row-0000166,log-0000166,log-0000166,user-00166,desktop,iOS,2.5.0,purchase,522,546,6942,1800012450,1800012972,1
logs-row-0000167,log-0000167,log-0000167,user-00167,tablet,iOS,2.4.1,login_failed,45,577,6979,1800012525,1800012570,0
logs-row-0000168,log-0000168,log-0000168,user-00168,phone,iOS,2.4.0,view,563,608,7016,1800012600,1800013163,1
logs-row-0000169,log-0000169,log-0000169,user-00169,laptop,iOS,2.5.1,logout,582,639,7053,1800012675,1800013257,1
logs-row-0000170,log-0000170,log-0000170,user-00170,desktop,iOS,2.5.0,login,596,670,7090,1800012750,1800013346,1
logs-row-0000171,log-0000171,log-0000171,user-00171,tablet,iOS,2.4.1,purchase,620,701,7127,1800012825,1800013445,1
logs-row-0000172,log-0000172,log-0000172,user-00172,phone,iOS,2.4.0,login_failed,45,732,7164,1800012900,1800012945,0
logs-row-0000173,log-0000173,log-0000173,user-00173,laptop,iOS,2.5.1,view,659,763,7201,1800012975,1800013634,1
logs-row-0000174,log-0000174,log-0000174,user-00174,desktop,iOS,2.5.0,logout,677,794,7238,1800013050,1800013727,1
logs-row-0000175,log-0000175,log-0000175,user-00175,tablet,iOS,2.4.1,login,693,825,7275,1800013125,1800013818,1
logs-row-0000176,log-0000176,log-0000176,user-00176,phone,iOS,2.4.0,purchase,716,856,7312,1800013200,1800013916,1
logs-row-0000177,log-0000177,log-0000177,user-00177,laptop,iOS,2.5.1,login_failed,45,887,7349,1800013275,1800013320,0
logs-row-0000178,log-0000178,log-0000178,user-00178,desktop,iOS,2.5.0,view,750,918,7386,1800013350,1800014100,1
logs-row-0000179,log-0000179,log-0000179,user-00179,tablet,iOS,2.4.1,logout,766,949,7423,1800013425,1800014191,1
logs-row-0000180,log-0000180,log-0000180,user-00180,phone,iOS,2.4.0,login,786,980,7460,1800013500,1800014286,1
logs-row-0000181,log-0000181,log-0000181,user-00181,laptop,iOS,2.5.1,purchase,810,1011,7497,1800013575,1800014385,1
logs-row-0000182,log-0000182,log-0000182,user-00182,desktop,iOS,2.5.0,login_failed,45,1042,7534,1800013650,1800013695,0
logs-row-0000183,log-0000183,log-0000183,user-00183,tablet,iOS,2.4.1,view,849,1073,7571,1800013725,1800014574,1
logs-row-0000184,log-0000184,log-0000184,user-00184,phone,iOS,2.4.0,logout,861,1104,7608,1800013800,1800014661,1
logs-row-0000185,log-0000185,log-0000185,user-00185,laptop,iOS,2.5.1,login,887,1135,7645,1800013875,1800014762,1
logs-row-0000186,log-0000186,log-0000186,user-00186,desktop,iOS,2.5.0,purchase,905,1166,7682,1800013950,1800014855,1
logs-row-0000187,log-0000187,log-0000187,user-00187,tablet,iOS,2.4.1,login_failed,45,1197,7719,1800014025,1800014070,0
logs-row-0000188,log-0000188,log-0000188,user-00188,phone,iOS,2.4.0,view,937,1228,7756,1800014100,1800015037,1
logs-row-0000189,log-0000189,log-0000189,user-00189,laptop,iOS,2.5.1,logout,961,1259,7793,1800014175,1800015136,1
logs-row-0000190,log-0000190,log-0000190,user-00190,desktop,iOS,2.5.0,login,81,1290,7830,1800014250,1800014331,1
logs-row-0000191,log-0000191,log-0000191,user-00191,tablet,iOS,2.4.1,purchase,94,1321,7867,1800014325,1800014419,1
logs-row-0000192,log-0000192,log-0000192,user-00192,phone,iOS,2.4.0,login_failed,45,1352,7904,1800014400,1800014445,0
logs-row-0000193,log-0000193,log-0000193,user-00193,laptop,iOS,2.5.1,view,132,1383,7941,1800014475,1800014607,1
logs-row-0000194,log-0000194,log-0000194,user-00194,desktop,iOS,2.5.0,logout,151,1414,7978,1800014550,1800014701,1
logs-row-0000195,log-0000195,log-0000195,user-00195,tablet,iOS,2.4.1,login,171,1445,8015,1800014625,1800014796,1
logs-row-0000196,log-0000196,log-0000196,user-00196,phone,iOS,2.4.0,purchase,192,1476,8052,1800014700,1800014892,1
logs-row-0000197,log-0000197,log-0000197,user-00197,laptop,iOS,2.5.1,login_failed,45,1507,8089,1800014775,1800014820,0
logs-row-0000198,log-0000198,log-0000198,user-00198,desktop,iOS,2.5.0,view,231,1538,8126,1800014850,1800015081,1
logs-row-0000199,log-0000199,log-0000199,user-00199,tablet,iOS,2.4.1,logout,249,1569,8163,1800014925,1800015174,1
logs-row-0000200,log-0000200,log-0000200,user-00000,phone,iOS,2.4.0,login,268,1600,8200,1800015000,1800015268,1
logs-row-0000201,log-0000201,log-0000201,user-00001,laptop,iOS,2.5.1,purchase,289,1631,8237,1800015075,1800015364,1
logs-row-0000202,log-0000202,log-0000202,user-00002,desktop,iOS,2.5.0,login_failed,45,1662,8274,1800015150,1800015195,0
logs-row-0000203,log-0000203,log-0000203,user-00003,tablet,iOS,2.4.1,view,323,1693,8311,1800015225,1800015548,1
logs-row-0000204,log-0000204,log-0000204,user-00004,phone,iOS,2.4.0,logout,344,1724,8348,1800015300,1800015644,1
logs-row-0000205,log-0000205,log-0000205,user-00005,laptop,iOS,2.5.1,login,360,1755,8385,1800015375,1800015735,1
logs-row-0000206,log-0000206,log-0000206,user-00006,desktop,iOS,2.5.0,purchase,380,1786,8422,1800015450,1800015830,1
logs-row-0000207,log-0000207,log-0000207,user-00007,tablet,iOS,2.4.1,login_failed,45,1817,8459,1800015525,1800015570,0
logs-row-0000208,log-0000208,log-0000208,user-00008,phone,iOS,2.4.0,view,419,1848,8496,1800015600,1800016019,1
logs-row-0000209,log-0000209,log-0000209,user-00009,laptop,iOS,2.5.1,logout,443,1879,8533,1800015675,1800016118,1
logs-row-0000210,log-0000210,log-0000210,user-00010,desktop,iOS,2.5.0,login,458,1910,8570,1800015750,1800016208,1
logs-row-0000211,log-0000211,log-0000211,user-00011,tablet,iOS,2.4.1,purchase,475,1941,8607,1800015825,1800016300,1
logs-row-0000212,log-0000212,log-0000212,user-00012,phone,iOS,2.4.0,login_failed,45,1972,8644,1800015900,1800015945,0
logs-row-0000213,log-0000213,log-0000213,user-00013,laptop,iOS,2.5.1,view,512,2003,8681,1800015975,1800016487,1
logs-row-0000214,log-0000214,log-0000214,user-00014,desktop,iOS,2.5.0,logout,531,2034,8718,1800016050,1800016581,1
logs-row-0000215,log-0000215,log-0000215,user-00015,tablet,iOS,2.4.1,login,555,2065,8755,1800016125,1800016680,1
logs-row-0000216,log-0000216,log-0000216,user-00016,phone,iOS,2.4.0,purchase,576,2096,8792,1800016200,1800016776,1
logs-row-0000217,log-0000217,log-0000217,user-00017,laptop,iOS,2.5.1,login_failed,45,2127,8829,1800016275,1800016320,0
logs-row-0000218,log-0000218,log-0000218,user-00018,desktop,iOS,2.5.0,view,610,2158,8866,1800016350,1800016960,1
logs-row-0000219,log-0000219,log-0000219,user-00019,tablet,iOS,2.4.1,logout,629,2189,8903,1800016425,1800017054,1
logs-row-0000220,log-0000220,log-0000220,user-00020,phone,iOS,2.4.0,login,652,2220,8940,1800016500,1800017152,1
