anomaly_id,dataset,expected_issue_type,row_index,column_name,original_value,corrupted_value,repairable,source_row_id,duplicate_group,consistency_rule_name,created_by_seed,notes
stroke-0066,stroke,rare_category,2179,gender,Female,__M1_RARE_GENDER_011__,True,38673,,,20260503,Categorical value was replaced with a deterministic singleton category.
stroke-0067,stroke,rare_category,2456,work_type,Private,__M1_RARE_WORK_TYPE_012__,True,43507,,,20260503,Categorical value was replaced with a deterministic singleton category.
stroke-0068,stroke,rare_category,1836,smoking_status,smokes,__M1_RARE_SMOKING_STATUS_013__,True,32645,,,20260503,Categorical value was replaced with a deterministic singleton category.
stroke-0069,stroke,rare_category,1519,gender,Female,__M1_RARE_GENDER_014__,True,27435,,,20260503,Categorical value was replaced with a deterministic singleton category.
stroke-0070,stroke,rare_category,263,work_type,Self-employed,__M1_RARE_WORK_TYPE_015__,True,5046,,,20260503,Categorical value was replaced with a deterministic singleton category.
stroke-0071,stroke,rare_category,2463,work_type,Govt_job,__M1_RARE_WORK_TYPE_016__,True,43698,,,20260503,Categorical value was replaced with a deterministic singleton category.
stroke-0072,stroke,rare_category,1940,work_type,children,__M1_RARE_WORK_TYPE_017__,True,34621,,,20260503,Categorical value was replaced with a deterministic singleton category.
stroke-0073,stroke,cross_column_consistency,1105,"record_start_day,record_end_day",35<=40,50>40,False,19692,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0074,stroke,cross_column_consistency,95,"record_start_day,record_end_day",105<=110,120>110,False,2092,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0075,stroke,cross_column_consistency,119,"record_start_day,record_end_day",129<=134,144>134,False,2578,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0076,stroke,cross_column_consistency,3672,"record_start_day,record_end_day",82<=87,97>87,False,63455,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0077,stroke,cross_column_consistency,320,"record_start_day,record_end_day",90<=95,105>95,False,6090,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0078,stroke,cross_column_consistency,128,"record_start_day,record_end_day",18<=23,33>23,False,2751,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0079,stroke,cross_column_consistency,1632,"record_start_day,record_end_day",82<=87,97>87,False,29229,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0080,stroke,cross_column_consistency,2230,"record_start_day,record_end_day",80<=85,95>85,False,39683,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0081,stroke,cross_column_consistency,3026,"record_start_day,record_end_day",36<=41,51>41,False,52847,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0082,stroke,cross_column_consistency,1148,"record_start_day,record_end_day",78<=83,93>83,False,20421,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0083,stroke,cross_column_consistency,105,"record_start_day,record_end_day",115<=120,130>120,False,2390,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0084,stroke,cross_column_consistency,2555,"record_start_day,record_end_day",45<=50,60>50,False,45357,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0085,stroke,cross_column_consistency,2207,"record_start_day,record_end_day",57<=62,72>62,False,39229,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0086,stroke,cross_column_consistency,3377,"record_start_day,record_end_day",27<=32,42>32,False,58568,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0087,stroke,cross_column_consistency,2457,"record_start_day,record_end_day",67<=72,82>72,False,43510,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0088,stroke,cross_column_consistency,458,"record_start_day,record_end_day",108<=113,123>113,False,8203,,record_start_before_end,20260503,record_start_day was made larger than record_end_day.
stroke-0089,stroke,duplicate_record,4228,source_row_id,m1-row-02005,m1-dup-00000,False,35737,35737,,20260503,A duplicate row was appended with the same source_row_id.
stroke-0090,stroke,duplicate_record,4229,source_row_id,m1-row-01092,m1-dup-00001,False,19419,19419,,20260503,A duplicate row was appended with the same source_row_id.
stroke-0091,stroke,duplicate_record,4230,source_row_id,m1-row-02971,m1-dup-00002,False,52050,52050,,20260503,A duplicate row was appended with the same source_row_id.
stroke-0092,stroke,duplicate_record,4231,source_row_id,m1-row-03671,m1-dup-00003,False,63453,63453,,20260503,A duplicate row was appended with the same source_row_id.
stroke-0093,stroke,duplicate_record,4232,source_row_id,m1-row-01845,m1-dup-00004,False,32826,32826,,20260503,A duplicate row was appended with the same source_row_id.
stroke-0094,stroke,duplicate_record,4233,source_row_id,m1-row-02354,m1-dup-00005,False,41820,41820,,20260503,A duplicate row was appended with the same source_row_id.
stroke-0095,stroke,duplicate_record,4234,source_row_id,m1-row-01004,m1-dup-00006,False,17683,17683,,20260503,A duplicate row was appended with the same source_row_id.
stroke-0096,stroke,duplicate_record,4235,source_row_id,m1-row-03076,m1-dup-00007,False,53815,53815,,20260503,A duplicate row was appended with the same source_row_id.
stroke-0097,stroke,duplicate_record,4236,source_row_id,m1-row-00058,m1-dup-00008,False,1116,1116,,20260503,A duplicate row was appended with the same source_row_id.
stroke-0098,stroke,duplicate_record,4237,source_row_id,m1-row-02272,m1-dup-00009,False,40390,40390,,20260503,A duplicate row was appended with the same source_row_id.
stroke-0099,stroke,duplicate_record,4238,source_row_id,m1-row-02138,m1-dup-00010,False,38074,38074,,20260503,A duplicate row was appended with the same source_row_id.
stroke-0100,stroke,duplicate_record,4239,source_row_id,m1-row-03985,m1-dup-00011,False,68721,68721,,20260503,A duplicate row was appended with the same source_row_id.
